rncjoVoEFUJGCUoC1JgnUA,Peoria,Peoria Income Tax Service,AZ,business,-112.241596,33.581867,3,5.0
0FNFSzCFP_rGUoJx8W7tJg,Phoenix,Bike Doctor,AZ,business,-112.105933,33.604054,5,5.0
3f_lyB6vFK48ukH6ScvLHg,Phoenix,Valley Permaculture Alliance,AZ,business,-112.0739333,33.4605258,4,5.0
usAsSV36QmUej8--yvN-dg,Phoenix,Food City,AZ,business,-112.0853773,33.3922099,5,3.5
PzOqRohWw7F7YEPBz6AubA,Glendale Az,Hot Bagels & Deli,AZ,business,-112.200264,33.712797,14,3.5
gtQzAiy7D-dPU8WzT3jX3Q,Glendale,Barney's New York Co-op,CA,business,-112.481632232666,33.6077660588006,6,4.5
FrBCYtCS_jydDjg1KsIgWQ,Phoenix,Zia Record Exchange,AZ,business,-112.0987501,33.5096582,21,3.5
yaXAD-Mv2K2PEZobmqjIYA,Phoenix,Reflections Bingo,AZ,business,-112.132866,33.551903,4,5.0
o3ehs4ZEdsizbJyB9_j7uQ,Scottsdale,Jam,AZ,business,-111.9312992,33.492195,14,5.0
qarobAbxGSHI7ygf1f7a_Q,Gilbert,Jersey Mike's Subs,AZ,business,-111.8120071,33.3788385,10,3.5
C1xciP65n4t4R1Q4h1zOHw,Scottsdale,Fender Musical Instruments Corporation,AZ,business,-111.8887889,33.5135194,4,4.5
gA5CuBxF-0CnOpGnryWJdQ,Phoenix,La Paloma Mexican Food,AZ,business,-112.0813612,33.480105,5,4.0
acaBJcFEKPmmSDIO6c-ZGQ,Goodyear,Basha's,AZ,business,-112.3920218,33.468815,3,3.0
JxVGJ9Nly2FFIs_WpJvkug,Scottsdale,Sauce,AZ,business,-111.926272,33.6174589,55,4.0
9iLiMm3Z9nepRDu1AhgEoQ,Chandler,Windmill Inns & Suites,AZ,business,-111.9032256,33.3054266,7,4.5
G2Re2E5Jkv_UF1xrenSsDg,Phoenix,Macy's,AZ,business,-111.9820907,33.5993236,11,4.0
8lTdJA9GK59-NzJwleSJBQ,Tempe,Clearly Professional Window Cleaning,AZ,business,-111.931256,33.3503,12,5.0
Jj7bcQ6NDfKoz4TXwvYfMg,Phoenix,Fuddruckers,AZ,business,-112.116243,33.566989,23,4.0
OMXAkiWyKz0AM6PwwuP38Q,Chandler,Sur La Table,AZ,business,-111.964138,33.317906,15,4.0
K0v87iFgB3sXSzw6e-BJ5w,Carefree,AZ Wine Company,AZ,business,-111.9229042,33.8242305,8,4.5
jcQgDviuCuJLJWjYoTy9MA,Mesa,Rocket Rooter Plumbing and Drain Service,AZ,business,-111.5468301,33.519545,4,5.0
QL3vFMAsEHqfi1KGH-4igg,Scottsdale,Red Bar,AZ,business,-111.924226,33.49447,11,3.0
yOYFhiTjT-SM4spKtDk92w,Phoenix,China Chan Restaurant,AZ,business,-112.120516,33.5803589,42,3.5
4IAzFJ159GEaIGX1-y6Bmw,Scottsdale,McDonald's,AZ,business,-111.881625,33.581867,3,2.5
s02x9kPbZii-uw1x0Oyy6w,Scottsdale,Target Stores,AZ,business,-111.9257696,33.7801176,5,3.5
e9JhcYEgNbRL8i8CTdQO2w,Scottsdale,Kierland Commons,AZ,business,-111.930343,33.624638,54,4.5
MLAnvEcvDfOWELHUN_0xEw,Scottsdale,Nimbus American Bistro N' Brewery,AZ,business,-111.9641728,33.5388471,85,3.0
BtKwRZRMyTIi9BRFk-75sQ,Glendale,Foothills Park,AZ,business,-112.179572582245,33.6570846738415,15,4.0
MwIM3O0p8V_y2ttXz0_xGw,Gilbert,Little Tykes Pediatric Dentistry,AZ,business,-111.71703,33.285218,5,3.5
JHp5mJvYe6UtM_QsklR-iw,Scottsdale,Peter Piper Pizza,AZ,business,-111.9175425,33.4661264,9,3.0
O0ayL4r9AbonKwdgelBL3A,Tempe,Plaza de Anaya,AZ,business,-111.9470154,33.4076118,5,5.0
sygb2W4NRadVXiWhW8bnFQ,Gila Bend,Sofia's Mexican Food,AZ,business,-112.7113217,32.9482948,10,3.5
ECuS72VSRKpRRFToQiNQxA,Phoenix,Nostalgic Alley,AZ,business,-112.065449,33.503223,4,5.0
JvJjaTJCyUGu5SDpoJWvZg,Phoenix,Meatballz,AZ,business,-112.101312,33.6988429,9,3.0
u9b49Z4JmvbP6KTe26lyoA,Phoenix,Cool Cuts 4 Kids,AZ,business,-111.9820732,33.5991424,5,4.0
j1Ql05L7wn_8GGLj3jHkWg,Scottsdale,Ford Robert Black Agency,AZ,business,-111.9174842,33.4939995,3,5.0
507GX11jtCsVYlzaur05_w,Phoenix,Panda Garden,AZ,business,-111.983142,33.333182,27,4.0
3ic0B872Tql7dwO4YRTDCw,Phoenix,Charming Charlie,AZ,business,-112.1114135,33.7129657,15,4.5
0EE3BohGb4lxWRnHLiqNnw,Scottsdale,Lost Dog Wash Trail,AZ,business,-111.8134299,33.5896225,17,4.5
GhC1V0MRGoma3MP0Gn28Fw,Chandler,Ruby's Diner,AZ,business,-111.897553,33.305681,3,4.5
pvJuii1d2CTQd9BF3gT_Sg,Tempe,College Times,AZ,business,-111.9360171,33.3928523,3,4.5
-nPwp-pg-pTEO2nqo1h_lg,Glendale,AMC Arrowhead 14,AZ,business,-112.225298881531,33.6424376443382,11,2.5
reMYkuDhLk4raAviOFtvOQ,Phoenix,Lenny's Burger Shop,AZ,business,-112.119087,33.597474,38,4.0
MG1IbQUurcXn8NQgXGM34Q,Mesa,Yee-haws,AZ,business,-111.735789,33.423805,3,3.5
KqYY2rwD8ymjU9mVJwiuRQ,Phoenix,Panda Gourmet,AZ,business,-112.0998396,33.5682973,3,3.5
idpRaOujsEvnI-LzDSKa6g,Goodyear,Brass Armadillo Antique Mall,AZ,business,-112.3447338,33.4618027,5,4.5
vusJ2oza6-jzhzBTeae-OQ,Mesa,Brake Masters,AZ,business,-111.783074,33.37947,6,4.0
jvvh4Q00Hq2XyIcfmAAT2A,Scottsdale,Five Guys Burger and Fries,AZ,business,-111.9284569,33.503323,52,3.5
BF0XhsT8mEv6gpxru_8Syg,Glendale,Fry's & Fry's Marketplace,AZ,business,-112.1528218,33.6378053,3,4.5
RtwOc-n_RkiUuDGaNfCsNw,Tempe,Forefathers Gourmet Cheesesteaks & Fries,AZ,business,-111.9631173,33.3351559,106,4.0
xWcTt1L4vQC_QkPfPBVlCw,Phoenix,Red Modern Furniture,AZ,business,-112.0709232,33.5090487,20,3.5
ldsiFlvSxBhuZHZxvzWPYw,Phoenix,Loi Phat Oriental Food Grocery Store,AZ,business,-112.0962274,33.5097112,4,4.0
dLBqf9QayF9eSUzz6BvmSQ,Phoenix,My Sister's Attic,AZ,business,-112.0372641,33.5092825,6,3.0
LSxO2ko3_5KODWKZLEm8FQ,Mesa,Tri-City East Veterinary Hospital,AZ,business,-111.7371543,33.4081936,5,3.0
Y1eMoHPnhwoOcYsKxGl74g,Phoenix,Loehmann's Inc,AZ,business,-112.0148644,33.5307752,8,4.5
0YCV8260mMgN0PxuzAtO3g,Phoenix,Subway,AZ,business,-112.0740911,33.4503008,3,2.5
Wc4-mBb_8CTF5KoU8Fariw,Chandler,CrossFit Infernal,AZ,business,-111.8017218,33.2805741,3,5.0
p4O4b0oZiV5oDhIDrCrgcg,Cave Creek,Churchill's Fine Cigars,AZ,business,-111.9798909,33.7977694,3,4.5
rksEr9GshBvBkV4vAQbruQ,Gilbert,Fry's Food & Drug Stores & Fry's Marketplace,AZ,business,-111.8083119,33.3340421,4,3.5
NtizlEdtnJX0tteMdZ-6tw,Phoenix,Blimpie Subs & Salads,AZ,business,-112.1505433,33.6106566,3,3.0
z1CjVXv6M6RbWhZO1lIExA,Scottsdale,Lighting Unlimited,AZ,business,-111.913695,33.629381,3,3.5
HLQUH1VAw4KbSV-IhxOPEw,Phoenix,The Ritz-Carlton Phoenix,AZ,business,-112.0293073,33.508954,49,4.0
WNy1uzcmm_UHmTyR--o5IA,Tempe,Cornish Pasty Company,AZ,business,-111.951494,33.422728,580,4.5
A0-0oO2I-L4QF9BMi9duuw,Phoenix,All Patio Doors & More,AZ,business,-112.0178286,33.4382789,5,5.0
woihBX8gAaEDL4nWtao9dg,Glendale,Chuck E Cheese,AZ,business,-112.2051629,33.6380899,7,2.0
aK8BF1xuYZVzUgi3qAn3Ug,Surprise,Smiles of Beauty-Surprise,AZ,business,-112.383586,33.6382509,4,2.0
jl_2Ui3vC81bIwOCCQZI1w,Tempe,Blockbuster Video,AZ,business,-111.908919,33.394763,4,2.5
ejx-rekLkZ2RkNgSejf0pA,Phoenix,Bank of America,AZ,business,-112.0663313,33.6402102,4,2.5
aX2Js7hZBhBAzc8LeRs55w,Glendale,Big O Tire Stores,AZ,business,-112.1925299,33.6384243,5,4.0
5Rtgv0oDqmKkIayIrjEjqg,Glendale,Sports Authority,AZ,business,-112.217652,33.639331,4,4.0
Xk41spRMMo2C7Nn8YQIL0g,Scottsdale,Arizona Federal Credit Union,AZ,business,-111.909447,33.487234,4,2.5
0BpMvu5B9fY-KEbOuxLtFQ,Phoenix,Kampai,AZ,business,-112.019165147988,33.639951900923,54,3.5
bIOEv4Gc49SiFhYedmN7aA,Queen Creek,Target,AZ,business,-111.64149939723,33.25480254189,4,4.0
Q7Yo02l--O9KMWYYNukY0w,Scottsdale,Dillon Precision Products,AZ,business,-111.9067544,33.6339781,4,5.0
jqZKv-7F54guDLalXEjHxg,Scottsdale,Five Guys Burgers and Fries,AZ,business,-111.9254565,33.6265775,69,3.5
dzSPa5kkpQIRjMOHvDUF_Q,Phoenix,Paradise Bakery & Cafe,AZ,business,-112.1117309,33.7129653,24,3.5
SJMjlvbGDUGO9Elpkl4kew,Scottsdale,TJ Maxx,AZ,business,-111.889604330063,33.6285117246143,5,2.0
oD3K3aT52uNdLaYmGnRV8A,Tempe,Papago Dog Park,AZ,business,-111.9308428,33.4394844,8,2.5
rftGOyvbSAMOBTJWGhTLgA,Laveen,Ellaments Salon & Boutique,AZ,business,-112.1666063,33.3776437,8,4.0
kIco4kv-FHT6QqdkDQ2cow,Scottsdale,Sonic Drive-In,AZ,business,-111.9093213,33.4796348,13,3.5
YXQzFolTvipDSpTlUTd6Eg,Chandler,Guns Etc,AZ,business,-111.85953,33.337095,9,2.5
2qbajPD8M7PJlWWaHSRR5Q,Chandler,Draft House On The Reef,AZ,business,-111.8463705,33.3344463,22,3.5
j559p_Yelp12W2W_gTvDaA,Phoenix,Arizona State Capitol,AZ,business,-112.0950937,33.447646,3,2.5
tieXOBZlj01Hk_CR_sl0pg,Phoenix,Fry's Supermarket,AZ,business,-112.005508,33.316848,3,3.5
_0Eql3UB3K5-6q4IHNBbWA,Phoenix,K-Bella Salon & Spa,AZ,business,-112.0534109,33.3052569,3,4.0
I98ESrTemwkaVIrN_USx4A,Phoenix,Healthy Outlook Family Medicine,AZ,business,-112.098838,33.516595,10,4.5
1XiG4o4edRcoBcIrP209yg,Phoenix,Old World Brewery,AZ,business,-112.113567,33.452284,15,3.5
AoO0FJyUm01lmIJJTcPWEQ,Mesa,Giant Hamburgers,AZ,business,-111.7716542,33.4064076,47,4.0
2k1I66IxKL9vJnRQhXWkDQ,Phoenix,Hacker Accounting,AZ,business,-112.119087,33.597474,4,5.0
LNUx60j6DQAxJuikUiZNvw,Scottsdale,The Coffee Bean & Tea Leaf,AZ,business,-111.9256326,33.5033716,4,3.5
xKXahNKbBUZtOPWibwq94w,Scottsdale,AZ Wine Company,AZ,business,-111.925588,33.475302,19,4.0
1Nge1ObX93-y1AoXONt34A,Tempe,Costco Wholesale,AZ,business,-111.961862,33.347289,3,5.0
BmElzV6FNKvt2R7rI_gfvQ,Phoenix,Goodwill Industries of AZ,AZ,business,-112.0652303,33.5667554,3,3.5
9W5zaqA_fdjTk127fioY0A,Mesa,Bed Bath & Beyond,AZ,business,-111.873996,33.430264,7,4.0
eK6KGMKqU_4nB9RdayZD7Q,Phoenix,Tee Pee Tap Room,AZ,business,-112.0657857,33.4423368,17,3.0
umdxfhSlk67yGEi8-S-bEg,Scottsdale,Cold Beers & Cheeseburgers,AZ,business,-111.924676895142,33.6765685033475,70,3.0
aIpqc26pFPyEglBrs0k7EA,Phoenix,Sprint,AZ,business,-112.0272041,33.5102068,4,3.0
mG5WTamjKzje897WkCXiTA,Phoenix,Paperjoy,AZ,business,-111.9955012,33.5024095,11,4.0
